,ARAT-RL_old,,, Sum ofARAT-RL,,person-controller,languagetool
43064,94,11,6,111,,,
43065,94,11,6,111,,,
43066,94,11,6,111,,,
43067,94,11,6,111,,,
43068,94,11,6,111,,,
43069,94,11,6,111,,,
43070,94,11,6,111,,,
43071,94,11,6,111,,,
43072,94,11,6,111,,,
43073,94,11,6,111,,,
43074,94,11,6,111,,,
43075,94,11,6,111,,,
43076,94,11,6,111,,,
43077,94,11,6,111,,,
43078,94,11,6,111,,,
43079,94,11,6,111,,,
43080,94,11,6,111,,,
43081,94,11,6,111,,,
43082,94,11,6,111,,,
43083,94,11,6,111,,,
43084,94,11,6,111,,,
43085,94,11,6,111,,,
43086,94,11,6,111,,,
43087,94,11,6,111,,,
43088,94,11,6,111,,,
43089,94,11,6,111,,,
43090,94,11,6,111,,,
43091,94,11,6,111,,,
43092,94,11,6,111,,,
43093,94,11,6,111,,,
43094,94,11,6,111,,,
43095,94,11,6,111,,,
43096,94,11,6,111,,,
43097,94,11,6,111,,,
43098,94,11,6,111,,,
43099,94,11,6,111,,,
43100,94,11,6,111,,,
43101,94,11,6,111,,,
43102,94,11,6,111,,,
43103,94,11,6,111,,,
43104,94,11,6,111,,,
43105,94,11,6,111,,,
43106,94,11,6,111,,,
43107,94,11,6,111,,,
43108,94,11,6,111,,,
43109,94,11,6,111,,,
43110,94,11,6,111,,,
43111,94,11,6,111,,,
43112,94,11,6,111,,,
43113,94,11,6,111,,,
43114,94,11,6,111,,,
43115,94,11,6,111,,,
43116,94,11,6,111,,,
43117,94,11,6,111,,,
43118,94,11,6,111,,,
43119,94,11,6,111,,,
43120,94,11,6,111,,,
43121,94,11,6,111,,,
43122,94,11,6,111,,,
43123,94,11,6,111,,,
43124,94,11,6,111,,,
43125,94,11,6,111,,,
43126,94,11,6,111,,,
43127,94,11,6,111,,,
43128,94,11,6,111,,,
43129,94,11,6,111,,,
43130,94,11,6,111,,,
43131,94,11,6,111,,,
43132,94,11,6,111,,,
43133,94,11,6,111,,,
43134,94,11,6,111,,,
43135,94,11,6,111,,,
43136,94,11,6,111,,,
43137,94,11,6,111,,,
43138,94,11,6,111,,,
43139,94,11,6,111,,,
43140,94,11,6,111,,,
43141,94,11,6,111,,,
43142,94,11,6,111,,,
43143,94,11,6,111,,,
43144,94,11,6,111,,,
43145,94,11,6,111,,,
43146,94,11,6,111,,,
43147,94,11,6,111,,,
43148,94,11,6,111,,,
43149,94,11,6,111,,,
43150,94,11,6,111,,,
43151,94,11,6,111,,,
43152,94,11,6,111,,,
43153,94,11,6,111,,,
43154,94,11,6,111,,,
43155,94,11,6,111,,,
43156,94,11,6,111,,,
43157,94,11,6,111,,,
43158,94,11,6,111,,,
43159,94,11,6,111,,,
43160,94,11,6,111,,,
43161,94,11,6,111,,,
43162,94,11,6,111,,,
43163,94,11,6,111,,,
43164,94,11,6,111,,,
43165,94,11,6,111,,,
43166,94,11,6,111,,,
43167,94,11,6,111,,,
43168,94,11,6,111,,,
43169,94,11,6,111,,,
43170,94,11,6,111,,,
43171,94,11,6,111,,,
43172,94,11,6,111,,,
43173,94,11,6,111,,,
43174,94,11,6,111,,,
43175,94,11,6,111,,,
43176,94,11,6,111,,,
43177,94,11,6,111,,,
43178,94,11,6,111,,,
43179,94,11,6,111,,,
43180,94,11,6,111,,,
43181,94,11,6,111,,,
43182,94,11,6,111,,,
43183,94,11,6,111,,,
43184,94,11,6,111,,,
43185,94,11,6,111,,,
43186,94,11,6,111,,,
43187,94,11,6,111,,,
43188,94,11,6,111,,,
43189,94,11,6,111,,,
43190,94,11,6,111,,,
43191,94,11,6,111,,,
43192,94,11,6,111,,,
43193,94,11,6,111,,,
43194,94,11,6,111,,,
43195,94,11,6,111,,,
43196,94,11,6,111,,,
43197,94,11,6,111,,,
43198,94,11,6,111,,,
43199,94,11,6,111,,,
43200,94,11,6,111,,,
43201,94,11,6,111,,,
43202,94,11,6,111,,,
43203,94,11,6,111,,,
43204,94,11,6,111,,,
43205,94,11,6,111,,,
43206,94,11,6,111,,,
43207,94,11,6,111,,,
43208,94,11,6,111,,,
43209,94,11,6,111,,,
43210,94,11,6,111,,,
43211,94,11,6,111,,,
43212,94,11,6,111,,,
43213,94,11,6,111,,,
43214,94,11,6,111,,,
43215,94,11,6,111,,,
43216,94,11,6,111,,,
43217,94,11,6,111,,,
43218,94,11,6,111,,,
43219,94,11,6,111,,,
43220,94,11,6,111,,,
43221,94,11,6,111,,,
43222,94,11,6,111,,,
43223,94,11,6,111,,,
43224,94,11,6,111,,,
43225,94,11,6,111,,,
43226,94,11,6,111,,,
43227,94,11,6,111,,,
43228,94,11,6,111,,,
43229,94,11,6,111,,,
43230,94,11,6,111,,,
43231,94,11,6,111,,,
43232,94,11,6,111,,,
43233,94,11,6,111,,,
43234,94,11,6,111,,,
43235,94,11,6,111,,,
43236,94,11,6,111,,,
43237,94,11,6,111,,,
43238,94,11,6,111,,,
43239,94,11,6,111,,,
43240,94,11,6,111,,,
43241,94,11,6,111,,,
43242,94,11,6,111,,,
43243,94,11,6,111,,,
43244,94,11,6,111,,,
43245,94,11,6,111,,,
43246,94,11,6,111,,,
43247,94,11,6,111,,,
43248,94,11,6,111,,,
43249,94,11,6,111,,,
43250,94,11,6,111,,,
43251,94,11,6,111,,,
43252,94,11,6,111,,,
43253,94,11,6,111,,,
43254,94,11,6,111,,,
43255,94,11,6,111,,,
43256,94,11,6,111,,,
43257,94,11,6,111,,,
43258,94,11,6,111,,,
43259,94,11,6,111,,,
43260,94,11,6,111,,,
43261,94,11,6,111,,,
43262,94,11,6,111,,,
43263,94,11,6,111,,,
43264,94,11,6,111,,,
43265,94,11,6,111,,,
43266,94,11,6,111,,,
43267,94,11,6,111,,,
43268,94,11,6,111,,,
43269,94,11,6,111,,,
43270,94,11,6,111,,,
43271,94,11,6,111,,,
43272,94,11,6,111,,,
43273,94,11,6,111,,,
43274,94,11,6,111,,,
43275,94,11,6,111,,,
43276,94,11,6,111,,,
43277,94,11,6,111,,,
43278,94,11,6,111,,,
43279,94,11,6,111,,,
43280,94,11,6,111,,,
43281,94,11,6,111,,,
43282,94,11,6,111,,,
43283,94,11,6,111,,,
43284,94,11,6,111,,,
43285,94,11,6,111,,,
43286,94,11,6,111,,,
43287,94,11,6,111,,,
43288,94,11,6,111,,,
43289,94,11,6,111,,,
43290,94,11,6,111,,,
43291,94,11,6,111,,,
43292,94,11,6,111,,,
43293,94,11,6,111,,,
43294,94,11,6,111,,,
43295,94,11,6,111,,,
43296,94,11,6,111,,,
43297,94,11,6,111,,,
43298,94,11,6,111,,,
43299,94,11,6,111,,,
43300,94,11,6,111,,,
43301,94,11,6,111,,,
43302,94,11,6,111,,,
43303,94,11,6,111,,,
43304,94,11,6,111,,,
43305,94,11,6,111,,,
43306,94,11,6,111,,,
43307,94,11,6,111,,,
43308,94,11,6,111,,,
43309,94,11,6,111,,,
43310,94,11,6,111,,,
43311,94,11,6,111,,,
43312,94,11,6,111,,,
43313,94,11,6,111,,,
43314,94,11,6,111,,,
43315,94,11,6,111,,,
43316,94,11,6,111,,,
43317,94,11,6,111,,,
43318,94,11,6,111,,,
43319,94,11,6,111,,,
43320,94,11,6,111,,,
43321,94,11,6,111,,,
43322,94,11,6,111,,,
43323,94,11,6,111,,,
43324,94,11,6,111,,,
43325,94,11,6,111,,,
43326,94,11,6,111,,,
43327,94,11,6,111,,,
43328,94,11,6,111,,,
43329,94,11,6,111,,,
43330,94,11,6,111,,,
43331,94,11,6,111,,,
43332,94,11,6,111,,,
43333,94,11,6,111,,,
43334,94,11,6,111,,,
43335,94,11,6,111,,,
43336,94,11,6,111,,,
43337,94,11,6,111,,,
43338,94,11,6,111,,,
43339,94,11,6,111,,,
43340,94,11,6,111,,,
43341,94,11,6,111,,,
43342,94,11,6,111,,,
43343,94,11,6,111,,,
43344,94,11,6,111,,,
43345,94,11,6,111,,,
43346,94,11,6,111,,,
43347,94,11,6,111,,,
43348,94,11,6,111,,,
43349,94,11,6,111,,,
43350,94,11,6,111,,,
43351,94,11,6,111,,,
43352,94,11,6,111,,,
43353,94,11,6,111,,,
43354,94,11,6,111,,,
43355,94,11,6,111,,,
43356,94,11,6,111,,,
43357,94,11,6,111,,,
43358,94,11,6,111,,,
43359,94,11,6,111,,,
43360,94,11,6,111,,,
43361,94,11,6,111,,,
43362,94,11,6,111,,,
43363,94,11,6,111,,,
43364,94,11,6,111,,,
43365,94,11,6,111,,,
43366,94,11,6,111,,,
43367,94,11,6,111,,,
43368,94,11,6,111,,,
43369,94,11,6,111,,,
43370,94,11,6,111,,,
43371,94,11,6,111,,,
43372,94,11,6,111,,,
43373,94,11,6,111,,,
43374,94,11,6,111,,,
43375,94,11,6,111,,,
43376,94,11,6,111,,,
43377,94,11,6,111,,,
43378,94,11,6,111,,,
43379,94,11,6,111,,,
43380,94,11,6,111,,,
43381,94,11,6,111,,,
43382,94,11,6,111,,,
43383,94,11,6,111,,,
43384,94,11,6,111,,,
43385,94,11,6,111,,,
43386,94,11,6,111,,,
43387,94,11,6,111,,,
43388,94,11,6,111,,,
43389,94,11,6,111,,,
43390,94,11,6,111,,,
43391,94,11,6,111,,,
43392,94,11,6,111,,,
43393,94,11,6,111,,,
43394,94,11,6,111,,,
43395,94,11,6,111,,,
43396,94,11,6,111,,,
43397,94,11,6,111,,,
43398,94,11,6,111,,,
43399,94,11,6,111,,,
43400,94,11,6,111,,,
43401,94,11,6,111,,,
43402,94,11,6,111,,,
43403,94,11,6,111,,,
43404,94,11,6,111,,,
43405,94,11,6,111,,,
43406,94,11,6,111,,,
43407,94,11,6,111,,,
43408,94,11,6,111,,,
43409,94,11,6,111,,,
43410,94,11,6,111,,,
43411,94,11,6,111,,,
43412,94,11,6,111,,,
43413,94,11,6,111,,,
43414,94,11,6,111,,,
43415,94,11,6,111,,,
43416,94,11,6,111,,,
43417,94,11,6,111,,,
43418,94,11,6,111,,,
43419,94,11,6,111,,,
43420,94,11,6,111,,,
43421,94,11,6,111,,,
43422,94,11,6,111,,,
43423,94,11,6,111,,,
43424,94,11,6,111,,,
43425,94,11,6,111,,,
43426,94,11,6,111,,,
43427,94,11,6,111,,,
43428,94,11,6,111,,,
43429,94,11,6,111,,,
43430,94,11,6,111,,,
43431,94,11,6,111,,,
43432,94,11,6,111,,,
43433,94,11,6,111,,,
43434,94,11,6,111,,,
43435,94,11,6,111,,,
43436,94,11,6,111,,,
43437,94,11,6,111,,,
43438,94,11,6,111,,,
43439,94,11,6,111,,,
43440,94,11,6,111,,,
43441,94,11,6,111,,,
43442,94,11,6,111,,,
43443,94,11,6,111,,,
43444,94,11,6,111,,,
43445,94,11,6,111,,,
43446,94,11,6,111,,,
43447,94,11,6,111,,,
43448,94,11,6,111,,,
43449,94,11,6,111,,,
43450,94,11,6,111,,,
43451,94,11,6,111,,,
43452,94,11,6,111,,,
43453,94,11,6,111,,,
43454,94,11,6,111,,,
43455,94,11,6,111,,,
43456,94,11,6,111,,,
43457,94,11,6,111,,,
43458,94,11,6,111,,,
43459,94,11,6,111,,,
43460,94,11,6,111,,,
43461,94,11,6,111,,,
43462,94,11,6,111,,,
43463,94,11,6,111,,,
43464,94,11,6,111,,,
43465,94,11,6,111,,,
43466,94,11,6,111,,,
43467,94,11,6,111,,,
43468,94,11,6,111,,,
43469,94,11,6,111,,,
43470,94,11,6,111,,,
43471,94,11,6,111,,,
43472,94,11,6,111,,,
43473,94,11,6,111,,,
43474,94,11,6,111,,,
43475,94,11,6,111,,,
43476,94,11,6,111,,,
43477,94,11,6,111,,,
43478,94,11,6,111,,,
43479,94,11,6,111,,,
43480,94,11,6,111,,,
43481,94,11,6,111,,,
43482,94,11,6,111,,,
43483,94,11,6,111,,,
43484,94,11,6,111,,,
43485,94,11,6,111,,,
43486,94,11,6,111,,,
43487,94,11,6,111,,,
43488,94,11,6,111,,,
43489,94,11,6,111,,,
43490,94,11,6,111,,,
43491,94,11,6,111,,,
43492,94,11,6,111,,,
43493,94,11,6,111,,,
43494,94,11,6,111,,,
43495,94,11,6,111,,,
43496,94,11,6,111,,,
43497,94,11,6,111,,,
43498,94,11,6,111,,,
43499,94,11,6,111,,,
43500,94,11,6,111,,,
43501,94,11,6,111,,,
43502,94,11,6,111,,,
43503,94,11,6,111,,,
43504,94,11,6,111,,,
43505,94,11,6,111,,,
43506,94,11,6,111,,,
43507,94,11,6,111,,,
43508,94,11,6,111,,,
43509,94,11,6,111,,,
43510,94,11,6,111,,,
43511,94,11,6,111,,,
43512,94,11,6,111,,,
43513,94,11,6,111,,,
43514,94,11,6,111,,,
43515,94,11,6,111,,,
43516,94,11,6,111,,,
43517,94,11,6,111,,,
43518,94,11,6,111,,,
43519,94,11,6,111,,,
43520,94,11,6,111,,,
43521,94,11,6,111,,,
43522,94,11,6,111,,,
43523,94,11,6,111,,,
43524,94,11,6,111,,,
43525,94,11,6,111,,,
43526,94,11,6,111,,,
43527,94,11,6,111,,,
43528,94,11,6,111,,,
43529,94,11,6,111,,,
43530,94,11,6,111,,,
43531,94,11,6,111,,,
43532,94,11,6,111,,,
43533,94,11,6,111,,,
43534,94,11,6,111,,,
43535,94,11,6,111,,,
43536,94,11,6,111,,,
43537,94,11,6,111,,,
43538,94,11,6,111,,,
43539,94,11,6,111,,,
43540,94,11,6,111,,,
43541,94,11,6,111,,,
43542,94,11,6,111,,,
43543,94,11,6,111,,,
43544,94,11,6,111,,,
43545,94,11,6,111,,,
43546,94,11,6,111,,,
43547,94,11,6,111,,,
43548,94,11,6,111,,,
43549,94,11,6,111,,,
43550,94,11,6,111,,,
43551,94,11,6,111,,,
43552,94,11,6,111,,,
43553,94,11,6,111,,,
43554,94,11,6,111,,,
43555,94,11,6,111,,,
43556,94,11,6,111,,,
43557,94,11,6,111,,,
43558,94,11,6,111,,,
43559,94,11,6,111,,,
43560,94,11,6,111,,,
43561,94,11,6,111,,,
43562,94,11,6,111,,,
43563,94,11,6,111,,,
43564,94,11,6,111,,,
43565,94,11,6,111,,,
43566,94,11,6,111,,,
43567,94,11,6,111,,,
43568,94,11,6,111,,,
43569,94,11,6,111,,,
43570,94,11,6,111,,,
43571,94,11,6,111,,,
43572,94,11,6,111,,,
43573,94,11,6,111,,,
43574,94,11,6,111,,,
43575,94,11,6,111,,,
43576,94,11,6,111,,,
43577,94,11,6,111,,,
43578,94,11,6,111,,,
43579,94,11,6,111,,,
43580,94,11,6,111,,,
43581,94,11,6,111,,,
43582,94,11,6,111,,,
43583,94,11,6,111,,,
43584,94,11,6,111,,,
43585,94,11,6,111,,,
43586,94,11,6,111,,,
43587,94,11,6,111,,,
43588,94,11,6,111,,,
43589,94,11,6,111,,,
43590,94,11,6,111,,,
43591,94,11,6,111,,,
43592,94,11,6,111,,,
43593,94,11,6,111,,,
43594,94,11,6,111,,,
43595,94,11,6,111,,,
43596,94,11,6,111,,,
43597,94,11,6,111,,,
43598,94,11,6,111,,,
43599,94,11,6,111,,,
43600,94,11,6,111,,,
43601,94,11,6,111,,,
43602,94,11,6,111,,,
43603,94,11,6,111,,,
43604,94,11,6,111,,,
43605,94,11,6,111,,,
43606,94,11,6,111,,,
43607,94,11,6,111,,,
43608,94,11,6,111,,,
43609,94,11,6,111,,,
43610,94,11,6,111,,,
43611,94,11,6,111,,,
43612,94,11,6,111,,,
43613,94,11,6,111,,,
43614,94,11,6,111,,,
43615,94,11,6,111,,,
43616,94,11,6,111,,,
43617,94,11,6,111,,,
43618,94,11,6,111,,,
43619,94,11,6,111,,,
43620,94,11,6,111,,,
43621,94,11,6,111,,,
43622,94,11,6,111,,,
43623,94,11,6,111,,,
43624,94,11,6,111,,,
43625,94,11,6,111,,,
43626,94,11,6,111,,,
43627,94,11,6,111,,,
43628,94,11,6,111,,,
43629,94,11,6,111,,,
43630,94,11,6,111,,,
43631,94,11,6,111,,,
43632,94,11,6,111,,,
43633,94,11,6,111,,,
43634,94,11,6,111,,,
43635,94,11,6,111,,,
43636,94,11,6,111,,,
43637,94,11,6,111,,,
43638,94,11,6,111,,,
43639,94,11,6,111,,,
43640,94,11,6,111,,,
43641,94,11,6,111,,,
43642,94,11,6,111,,,
43643,94,11,6,111,,,
43644,94,11,6,111,,,
43645,94,11,6,111,,,
43646,94,11,6,111,,,
43647,94,11,6,111,,,
43648,94,11,6,111,,,
43649,94,11,6,111,,,
43650,94,11,6,111,,,
43651,94,11,6,111,,,
43652,94,11,6,111,,,
43653,94,11,6,111,,,
43654,94,11,6,111,,,
43655,94,11,6,111,,,
43656,94,11,6,111,,,
43657,94,11,6,111,,,
43658,94,11,6,111,,,
43659,94,11,6,111,,,
43660,94,11,6,111,,,
43661,94,11,6,111,,,
43662,94,11,6,111,,,
43663,94,11,6,111,,,
43664,94,11,6,111,,,
43665,94,11,6,111,,,
43666,94,11,6,111,,,
43667,94,11,6,111,,,
43668,94,11,6,111,,,
43669,94,11,6,111,,,
43670,94,11,6,111,,,
43671,94,11,6,111,,,
43672,94,11,6,111,,,
43673,94,11,6,111,,,
43674,94,11,6,111,,,
43675,94,11,6,111,,,
43676,94,11,6,111,,,
43677,94,11,6,111,,,
43678,94,11,6,111,,,
43679,94,11,6,111,,,
43680,94,11,6,111,,,
43681,94,11,6,111,,,
43682,94,11,6,111,,,
43683,94,11,6,111,,,
43684,94,11,6,111,,,
43685,94,11,6,111,,,
43686,94,11,6,111,,,
43687,94,11,6,111,,,
43688,94,11,6,111,,,
43689,94,11,6,111,,,
43690,94,11,6,111,,,
43691,94,11,6,111,,,
43692,94,11,6,111,,,
43693,94,11,6,111,,,
43694,94,11,6,111,,,
43695,94,11,6,111,,,
43696,94,11,6,111,,,
43697,94,11,6,111,,,
43698,94,11,6,111,,,
43699,94,11,6,111,,,
43700,94,11,6,111,,,
43701,94,11,6,111,,,
43702,94,11,6,111,,,
43703,94,11,6,111,,,
43704,94,11,6,111,,,
43705,94,11,6,111,,,
43706,94,11,6,111,,,
43707,94,11,6,111,,,
43708,94,11,6,111,,,
43709,94,11,6,111,,,
43710,94,11,6,111,,,
43711,94,11,6,111,,,
43712,94,11,6,111,,,
43713,94,11,6,111,,,
43714,94,11,6,111,,,
43715,94,11,6,111,,,
43716,94,11,6,111,,,
43717,94,11,6,111,,,
43718,94,11,6,111,,,
43719,94,11,6,111,,,
43720,94,11,6,111,,,
43721,94,11,6,111,,,
43722,94,11,6,111,,,
43723,94,11,6,111,,,
43724,94,11,6,111,,,
43725,94,11,6,111,,,
43726,94,11,6,111,,,
43727,94,11,6,111,,,
43728,94,11,6,111,,,
43729,94,11,6,111,,,
43730,94,11,6,111,,,
43731,94,11,6,111,,,
43732,94,11,6,111,,,
43733,94,11,6,111,,,
43734,94,11,6,111,,,
43735,94,11,6,111,,,
43736,94,11,6,111,,,
43737,94,11,6,111,,,
43738,94,11,6,111,,,
43739,94,11,6,111,,,
43740,94,11,6,111,,,
43741,94,11,6,111,,,
43742,94,11,6,111,,,
43743,94,11,6,111,,,
43744,94,11,6,111,,,
43745,94,11,6,111,,,
43746,94,11,6,111,,,
43747,94,11,6,111,,,
43748,94,11,6,111,,,
43749,94,11,6,111,,,
43750,94,11,6,111,,,
43751,94,11,6,111,,,
43752,94,11,6,111,,,
43753,94,11,6,111,,,
43754,94,11,6,111,,,
43755,94,11,6,111,,,
43756,94,11,6,111,,,
43757,94,11,6,111,,,
43758,94,11,6,111,,,
43759,94,11,6,111,,,
43760,94,11,6,111,,,
43761,94,11,6,111,,,
43762,94,11,6,111,,,
43763,94,11,6,111,,,
43764,94,11,6,111,,,
43765,94,11,6,111,,,
43766,94,11,6,111,,,
43767,94,11,6,111,,,
43768,94,11,6,111,,,
43769,94,11,6,111,,,
43770,94,11,6,111,,,
43771,94,11,6,111,,,
43772,94,11,6,111,,,
43773,94,11,6,111,,,
43774,94,11,6,111,,,
43775,94,11,6,111,,,
43776,94,11,6,111,,,
43777,94,11,6,111,,,
43778,94,11,6,111,,,
43779,94,11,6,111,,,
43780,94,11,6,111,,,
43781,94,11,6,111,,,
43782,94,11,6,111,,,
43783,94,11,6,111,,,
43784,94,11,6,111,,,
43785,94,11,6,111,,,
43786,94,11,6,111,,,
43787,94,11,6,111,,,
43788,94,11,6,111,,,
43789,94,11,6,111,,,
43790,94,11,6,111,,,
43791,94,11,6,111,,,
43792,94,11,6,111,,,
43793,94,11,6,111,,,
43794,94,11,6,111,,,
43795,94,11,6,111,,,
43796,94,11,6,111,,,
43797,94,11,6,111,,,
43798,94,11,6,111,,,
43799,94,11,6,111,,,
43800,94,11,6,111,,,
43801,94,11,6,111,,,
43802,94,11,6,111,,,
43803,94,11,6,111,,,
43804,94,11,6,111,,,
43805,94,11,6,111,,,
43806,94,11,6,111,,,
43807,94,11,6,111,,,
43808,94,11,6,111,,,
43809,94,11,6,111,,,
43810,94,11,6,111,,,
43811,94,11,6,111,,,
43812,94,11,6,111,,,
43813,94,11,6,111,,,
43814,94,11,6,111,,,
43815,94,11,6,111,,,
43816,94,11,6,111,,,
43817,94,11,6,111,,,
43818,94,11,6,111,,,
43819,94,11,6,111,,,
43820,94,11,6,111,,,
43821,94,11,6,111,,,
43822,94,11,6,111,,,
43823,94,11,6,111,,,
43824,94,11,6,111,,,
43825,94,11,6,111,,,
43826,94,11,6,111,,,
43827,94,11,6,111,,,
43828,94,11,6,111,,,
43829,94,11,6,111,,,
43830,94,11,6,111,,,
43831,94,11,6,111,,,
43832,94,11,6,111,,,
43833,94,11,6,111,,,
43834,94,11,6,111,,,
43835,94,11,6,111,,,
43836,94,11,6,111,,,
43837,94,11,6,111,,,
43838,94,11,6,111,,,
43839,94,11,6,111,,,
43840,94,11,6,111,,,
43841,94,11,6,111,,,
43842,94,11,6,111,,,
43843,94,11,6,111,,,
43844,94,11,6,111,,,
43845,94,11,6,111,,,
43846,94,11,6,111,,,
43847,94,11,6,111,,,
43848,94,11,6,111,,,
43849,94,11,6,111,,,
43850,94,11,6,111,,,
43851,94,11,6,111,,,
43852,94,11,6,111,,,
43853,94,11,6,111,,,
43854,94,11,6,111,,,
43855,94,11,6,111,,,
43856,94,11,6,111,,,
43857,94,11,6,111,,,
43858,94,11,6,111,,,
43859,94,11,6,111,,,
43860,94,11,6,111,,,
43861,94,11,6,111,,,
43862,94,11,6,111,,,
43863,94,11,6,111,,,
43864,94,11,6,111,,,
43865,94,11,6,111,,,
43866,94,11,6,111,,,
43867,94,11,6,111,,,
43868,94,11,6,111,,,
43869,94,11,6,111,,,
43870,94,11,6,111,,,
43871,94,11,6,111,,,
43872,94,11,6,111,,,
43873,94,11,6,111,,,
43874,94,11,6,111,,,
43875,94,11,6,111,,,
43876,94,11,6,111,,,
43877,94,11,6,111,,,
43878,94,11,6,111,,,
43879,94,11,6,111,,,
43880,94,11,6,111,,,
43881,94,11,6,111,,,
43882,94,11,6,111,,,
43883,94,11,6,111,,,
43884,94,11,6,111,,,
43885,94,11,6,111,,,
43886,94,11,6,111,,,
43887,94,11,6,111,,,
43888,94,11,6,111,,,
43889,94,11,6,111,,,
43890,94,11,6,111,,,
43891,94,11,6,111,,,
43892,94,11,6,111,,,
43893,94,11,6,111,,,
43894,94,11,6,111,,,
43895,94,11,6,111,,,
43896,94,11,6,111,,,
43897,94,11,6,111,,,
43898,94,11,6,111,,,
43899,94,11,6,111,,,
43900,94,11,6,111,,,
43901,94,11,6,111,,,
43902,94,11,6,111,,,
43903,94,11,6,111,,,
43904,94,11,6,111,,,
43905,94,11,6,111,,,
43906,94,11,6,111,,,
43907,94,11,6,111,,,
43908,94,11,6,111,,,
43909,94,11,6,111,,,
43910,94,11,6,111,,,
43911,94,11,6,111,,,
43912,94,11,6,111,,,
43913,94,11,6,111,,,
43914,94,11,6,111,,,
43915,94,11,6,111,,,
43916,94,11,6,111,,,
43917,94,11,6,111,,,
43918,94,11,6,111,,,
43919,94,11,6,111,,,
43920,94,11,6,111,,,
43921,94,11,6,111,,,
43922,94,11,6,111,,,
43923,94,11,6,111,,,
43924,94,11,6,111,,,
43925,94,11,6,111,,,
43926,94,11,6,111,,,
43927,94,11,6,111,,,
43928,94,11,6,111,,,
43929,94,11,6,111,,,
43930,94,11,6,111,,,
43931,94,11,6,111,,,
43932,94,11,6,111,,,
43933,94,11,6,111,,,
43934,94,11,6,111,,,
43935,94,11,6,111,,,
43936,94,11,6,111,,,
43937,94,11,6,111,,,
43938,94,11,6,111,,,
43939,94,11,6,111,,,
43940,94,11,6,111,,,
43941,94,11,6,111,,,
43942,94,11,6,111,,,
43943,94,11,6,111,,,
43944,94,11,6,111,,,
43945,94,11,6,111,,,
43946,94,11,6,111,,,
43947,94,11,6,111,,,
43948,94,11,6,111,,,
43949,94,11,6,111,,,
43950,94,11,6,111,,,
43951,94,11,6,111,,,
43952,94,11,6,111,,,
43953,94,11,6,111,,,
43954,94,11,6,111,,,
43955,94,11,6,111,,,
43956,94,11,6,111,,,
43957,94,11,6,111,,,
43958,94,11,6,111,,,
43959,94,11,6,111,,,
43960,94,11,6,111,,,
43961,94,11,6,111,,,
43962,94,11,6,111,,,
43963,94,11,6,111,,,
43964,94,11,6,111,,,
43965,94,11,6,111,,,
43966,94,11,6,111,,,
43967,94,11,6,111,,,
43968,94,11,6,111,,,
43969,94,11,6,111,,,
43970,94,11,6,111,,,
43971,94,11,6,111,,,
43972,94,11,6,111,,,
43973,94,11,6,111,,,
43974,94,11,6,111,,,
43975,94,11,6,111,,,
43976,94,11,6,111,,,
43977,94,11,6,111,,,
43978,94,11,6,111,,,
43979,94,11,6,111,,,
43980,94,11,6,111,,,
43981,94,11,6,111,,,
43982,94,11,6,111,,,
43983,94,11,6,111,,,
43984,94,11,6,111,,,
43985,94,11,6,111,,,
43986,94,11,6,111,,,
43987,94,11,6,111,,,
43988,94,11,6,111,,,
43989,94,11,6,111,,,
43990,94,11,6,111,,,
43991,94,11,6,111,,,
43992,94,11,6,111,,,
43993,94,11,6,111,,,
43994,94,11,6,111,,,
43995,94,11,6,111,,,
43996,94,11,6,111,,,
43997,94,11,6,111,,,
43998,94,11,6,111,,,
43999,94,11,6,111,,,
44000,94,11,6,111,,,
44001,94,11,6,111,,,
44002,94,11,6,111,,,
44003,94,11,6,111,,,
44004,94,11,6,111,,,
44005,94,11,6,111,,,
44006,94,11,6,111,,,
44007,94,11,6,111,,,
44008,94,11,6,111,,,
44009,94,11,6,111,,,
44010,94,11,6,111,,,
44011,94,11,6,111,,,
44012,94,11,6,111,,,
44013,94,11,6,111,,,
44014,94,11,6,111,,,
44015,94,11,6,111,,,
44016,94,11,6,111,,,
44017,94,11,6,111,,,
44018,94,11,6,111,,,
44019,94,11,6,111,,,
44020,94,11,6,111,,,
44021,94,11,6,111,,,
44022,94,11,6,111,,,
44023,94,11,6,111,,,
44024,94,11,6,111,,,
44025,94,11,6,111,,,
44026,94,11,6,111,,,
44027,94,11,6,111,,,
44028,94,11,6,111,,,
44029,94,11,6,111,,,
44030,94,11,6,111,,,
44031,94,11,6,111,,,
44032,94,11,6,111,,,
44033,94,11,6,111,,,
44034,94,11,6,111,,,
44035,94,11,6,111,,,
44036,94,11,6,111,,,
44037,94,11,6,111,,,
44038,94,11,6,111,,,
44039,94,11,6,111,,,
44040,94,11,6,111,,,
44041,94,11,6,111,,,
44042,94,11,6,111,,,
44043,94,11,6,111,,,
44044,94,11,6,111,,,
44045,94,11,6,111,,,
44046,94,11,6,111,,,
44047,94,11,6,111,,,
44048,94,11,6,111,,,
44049,94,11,6,111,,,
44050,94,11,6,111,,,
44051,94,11,6,111,,,
44052,94,11,6,111,,,
44053,94,11,6,111,,,
44054,94,11,6,111,,,
44055,94,11,6,111,,,
44056,94,11,6,111,,,
44057,94,11,6,111,,,
44058,94,11,6,111,,,
44059,94,11,6,111,,,
44060,94,11,6,111,,,
